TrackKey,TrackAltKey,TrackName,AlbumTitle,MediaType,Genre,Composer,Artist,Milliseconds,Bytes,UnitPrice
1069,1069,Whistle Stop,Roda De Funk,MPEG audio file,Latin,,Funk Como Le Gusta,526132,17533664,0.99
1070,1070,16 Toneladas,Roda De Funk,MPEG audio file,Latin,,Funk Como Le Gusta,191634,6390885,0.99
1071,1071,Divirta-Se (Saindo Da Sua),Roda De Funk,MPEG audio file,Latin,,Funk Como Le Gusta,74919,2439206,0.99
1072,1072,Forty Days Instrumental,Roda De Funk,MPEG audio file,Latin,,Funk Como Le Gusta,292493,9584317,0.99
1073,1073,Óia Eu Aqui De Novo,As Canções de Eu Tu Eles,MPEG audio file,Soundtrack,,Gilberto Gil,219454,7469735,0.99
1074,1074,Baião Da Penha,As Canções de Eu Tu Eles,MPEG audio file,Soundtrack,,Gilberto Gil,247928,8393047,0.99
1075,1075,Esperando Na Janela,As Canções de Eu Tu Eles,MPEG audio file,Soundtrack,Manuca/Raimundinho DoAcordion/Targino Godim,Gilberto Gil,261041,8660617,0.99
1076,1076,Juazeiro,As Canções de Eu Tu Eles,MPEG audio file,Soundtrack,Humberto Teixeira/Luiz Gonzaga,Gilberto Gil,222275,7349779,0.99
1077,1077,Último Pau-De-Arara,As Canções de Eu Tu Eles,MPEG audio file,Soundtrack,Corumbá/José Gumarães/Venancio,Gilberto Gil,200437,6638563,0.99
1078,1078,Asa Branca,As Canções de Eu Tu Eles,MPEG audio file,Soundtrack,Humberto Teixeira/Luiz Gonzaga,Gilberto Gil,217051,7387183,0.99
1079,1079,Qui Nem Jiló,As Canções de Eu Tu Eles,MPEG audio file,Soundtrack,Humberto Teixeira/Luiz Gonzaga,Gilberto Gil,204695,6937472,0.99
1080,1080,Assum Preto,As Canções de Eu Tu Eles,MPEG audio file,Soundtrack,Humberto Teixeira/Luiz Gonzaga,Gilberto Gil,199653,6625000,0.99
1081,1081,Pau-De-Arara,As Canções de Eu Tu Eles,MPEG audio file,Soundtrack,"Guio De Morais E Seus ""Parentes""/Luiz Gonzaga",Gilberto Gil,191660,6340649,0.99
1082,1082,A Volta Da Asa Branca,As Canções de Eu Tu Eles,MPEG audio file,Soundtrack,Luiz Gonzaga/Zé Dantas,Gilberto Gil,271020,9098093,0.99
1083,1083,O Amor Daqui De Casa,As Canções de Eu Tu Eles,MPEG audio file,Soundtrack,Gilberto Gil,Gilberto Gil,148636,4888292,0.99
1084,1084,As Pegadas Do Amor,As Canções de Eu Tu Eles,MPEG audio file,Soundtrack,Gilberto Gil,Gilberto Gil,209136,6899062,0.99
1085,1085,Lamento Sertanejo,As Canções de Eu Tu Eles,MPEG audio file,Soundtrack,Dominguinhos/Gilberto Gil,Gilberto Gil,260963,8518290,0.99
1086,1086,Casinha Feliz,As Canções de Eu Tu Eles,MPEG audio file,Soundtrack,Gilberto Gil,Gilberto Gil,32287,1039615,0.99
1087,1087,Introdução (Live),Quanta Gente Veio Ver (Live),MPEG audio file,Latin,,Gilberto Gil,154096,5227579,0.99
1088,1088,Palco (Live),Quanta Gente Veio Ver (Live),MPEG audio file,Latin,,Gilberto Gil,238315,8026622,0.99
1089,1089,Is This Love (Live),Quanta Gente Veio Ver (Live),MPEG audio file,Latin,,Gilberto Gil,295262,9819759,0.99
1090,1090,Stir It Up (Live),Quanta Gente Veio Ver (Live),MPEG audio file,Latin,,Gilberto Gil,282409,9594738,0.99
1091,1091,Refavela (Live),Quanta Gente Veio Ver (Live),MPEG audio file,Latin,,Gilberto Gil,236695,7985305,0.99
1092,1092,Vendedor De Caranguejo (Live),Quanta Gente Veio Ver (Live),MPEG audio file,Latin,,Gilberto Gil,248842,8358128,0.99
1093,1093,Quanta (Live),Quanta Gente Veio Ver (Live),MPEG audio file,Latin,,Gilberto Gil,357485,11774865,0.99
1094,1094,Estrela (Live),Quanta Gente Veio Ver (Live),MPEG audio file,Latin,,Gilberto Gil,285309,9436411,0.99
1095,1095,Pela Internet (Live),Quanta Gente Veio Ver (Live),MPEG audio file,Latin,,Gilberto Gil,263471,8804401,0.99
1096,1096,Cérebro Eletrônico (Live),Quanta Gente Veio Ver (Live),MPEG audio file,Latin,,Gilberto Gil,231627,7805352,0.99
1097,1097,Opachorô (Live),Quanta Gente Veio Ver (Live),MPEG audio file,Latin,,Gilberto Gil,259526,8596384,0.99
1098,1098,Copacabana (Live),Quanta Gente Veio Ver (Live),MPEG audio file,Latin,,Gilberto Gil,289671,9673672,0.99
1099,1099,A Novidade (Live),Quanta Gente Veio Ver (Live),MPEG audio file,Latin,,Gilberto Gil,316969,10508000,0.99
1100,1100,Ghandi (Live),Quanta Gente Veio Ver (Live),MPEG audio file,Latin,,Gilberto Gil,222458,7481950,0.99
1101,1101,De Ouro E Marfim (Live),Quanta Gente Veio Ver (Live),MPEG audio file,Latin,,Gilberto Gil,234971,7838453,0.99
1102,1102,Doce De Carnaval (Candy All),Quanta Gente Veio ver--Bônus De Carnaval,MPEG audio file,Jazz,,Gilberto Gil,356101,11998470,0.99
1103,1103,Lamento De Carnaval,Quanta Gente Veio ver--Bônus De Carnaval,MPEG audio file,Jazz,,Gilberto Gil,294530,9819276,0.99
1104,1104,Pretinha,Quanta Gente Veio ver--Bônus De Carnaval,MPEG audio file,Jazz,,Gilberto Gil,265273,8914579,0.99
1105,1105,A Novidade,Unplugged,MPEG audio file,Latin,Gilberto Gil,Eric Clapton,324780,10765600,0.99
1106,1106,Tenho Sede,Unplugged,MPEG audio file,Latin,Gilberto Gil,Eric Clapton,261616,8708114,0.99
1107,1107,Refazenda,Unplugged,MPEG audio file,Latin,Gilberto Gil,Eric Clapton,218305,7237784,0.99
1108,1108,Realce,Unplugged,MPEG audio file,Latin,Gilberto Gil,Eric Clapton,264489,8847612,0.99
1109,1109,Esotérico,Unplugged,MPEG audio file,Latin,Gilberto Gil,Eric Clapton,317779,10530533,0.99
1110,1110,Drão,Unplugged,MPEG audio file,Latin,Gilberto Gil,Eric Clapton,301453,9931950,0.99
1111,1111,A Paz,Unplugged,MPEG audio file,Latin,Gilberto Gil,Eric Clapton,293093,9593064,0.99
1112,1112,Beira Mar,Unplugged,MPEG audio file,Latin,Gilberto Gil,Eric Clapton,295444,9597994,0.99
1113,1113,Sampa,Unplugged,MPEG audio file,Latin,Gilberto Gil,Eric Clapton,225697,7469905,0.99
1114,1114,Parabolicamará,Unplugged,MPEG audio file,Latin,Gilberto Gil,Eric Clapton,284943,9543435,0.99
1115,1115,Tempo Rei,Unplugged,MPEG audio file,Latin,Gilberto Gil,Eric Clapton,302733,10019269,0.99
1116,1116,Expresso 2222,Unplugged,MPEG audio file,Latin,Gilberto Gil,Eric Clapton,284760,9690577,0.99
1117,1117,Aquele Abraço,Unplugged,MPEG audio file,Latin,Gilberto Gil,Eric Clapton,263993,8805003,0.99
1118,1118,Palco,Unplugged,MPEG audio file,Latin,Gilberto Gil,Eric Clapton,270550,9049901,0.99
1119,1119,Toda Menina Baiana,Unplugged,MPEG audio file,Latin,Gilberto Gil,Eric Clapton,278177,9351000,0.99
1120,1120,Sítio Do Pica-Pau Amarelo,Unplugged,MPEG audio file,Latin,Gilberto Gil,Eric Clapton,218070,7217955,0.99
1121,1121,Straight Out Of Line,Faceless,MPEG audio file,Metal,Sully Erna,Godsmack,259213,8511877,0.99
1122,1122,Faceless,Faceless,MPEG audio file,Metal,Sully Erna,Godsmack,216006,6992417,0.99
1123,1123,Changes,Faceless,MPEG audio file,Metal,Sully Erna; Tony Rombola,Godsmack,260022,8455835,0.99
1124,1124,Make Me Believe,Faceless,MPEG audio file,Metal,Sully Erna,Godsmack,248607,8075050,0.99
1125,1125,I Stand Alone,Faceless,MPEG audio file,Metal,Sully Erna,Godsmack,246125,8017041,0.99
1126,1126,Re-Align,Faceless,MPEG audio file,Metal,Sully Erna,Godsmack,260884,8513891,0.99
1127,1127,I Fucking Hate You,Faceless,MPEG audio file,Metal,Sully Erna,Godsmack,247170,8059642,0.99
1128,1128,Releasing The Demons,Faceless,MPEG audio file,Metal,Sully Erna,Godsmack,252760,8276372,0.99
1129,1129,Dead And Broken,Faceless,MPEG audio file,Metal,Sully Erna,Godsmack,251454,8206611,0.99
1130,1130,I Am,Faceless,MPEG audio file,Metal,Sully Erna,Godsmack,239516,7803270,0.99
1131,1131,The Awakening,Faceless,MPEG audio file,Metal,Sully Erna,Godsmack,89547,3035251,0.99
1132,1132,Serenity,Faceless,MPEG audio file,Metal,Sully Erna; Tony Rombola,Godsmack,274834,9172976,0.99
1133,1133,American Idiot,American Idiot,MPEG audio file,Alternative & Punk,"Billie Joe Armstrong, Mike Dirnt, Tré Cool",Green Day,174419,5705793,0.99
1134,1134,Jesus Of Suburbia / City Of The Damned / I Don't Care / Dearly Beloved / Tales Of Another Broken Home,American Idiot,MPEG audio file,Alternative & Punk,Billie Joe Armstrong/Green Day,Green Day,548336,17875209,0.99
1135,1135,Holiday,American Idiot,MPEG audio file,Alternative & Punk,"Billie Joe Armstrong, Mike Dirnt, Tré Cool",Green Day,232724,7599602,0.99
1136,1136,Boulevard Of Broken Dreams,American Idiot,MPEG audio file,Alternative & Punk,"Mike Dint, Billie Joe, Tré Cool",Green Day,260858,8485122,0.99
1137,1137,Are We The Waiting,American Idiot,MPEG audio file,Alternative & Punk,Green Day,Green Day,163004,5328329,0.99
1138,1138,St. Jimmy,American Idiot,MPEG audio file,Alternative & Punk,Green Day,Green Day,175307,5716589,0.99
1139,1139,Give Me Novacaine,American Idiot,MPEG audio file,Alternative & Punk,Green Day,Green Day,205871,6752485,0.99
1140,1140,She's A Rebel,American Idiot,MPEG audio file,Alternative & Punk,Green Day,Green Day,120528,3901226,0.99
1141,1141,Extraordinary Girl,American Idiot,MPEG audio file,Alternative & Punk,Green Day,Green Day,214021,6975177,0.99
1142,1142,Letterbomb,American Idiot,MPEG audio file,Alternative & Punk,Green Day,Green Day,246151,7980902,0.99
1143,1143,Wake Me Up When September Ends,American Idiot,MPEG audio file,Alternative & Punk,"Mike Dint, Billie Joe, Tré Cool",Green Day,285753,9325597,0.99
1144,1144,Homecoming / The Death Of St. Jimmy / East 12th St. / Nobody Likes You / Rock And Roll Girlfriend / We're Coming Home Again,American Idiot,MPEG audio file,Alternative & Punk,Mike Dirnt/Tré Cool,Green Day,558602,18139840,0.99
1145,1145,Whatsername,American Idiot,MPEG audio file,Alternative & Punk,Green Day,Green Day,252316,8244843,0.99
1146,1146,Welcome to the Jungle,Appetite for Destruction,Protected AAC audio file,Rock,,Guns N' Roses,273552,4538451,0.99
1147,1147,It's So Easy,Appetite for Destruction,Protected AAC audio file,Rock,,Guns N' Roses,202824,3394019,0.99
1148,1148,Nightrain,Appetite for Destruction,Protected AAC audio file,Rock,,Guns N' Roses,268537,4457283,0.99
1149,1149,Out Ta Get Me,Appetite for Destruction,Protected AAC audio file,Rock,,Guns N' Roses,263893,4382147,0.99
1150,1150,Mr. Brownstone,Appetite for Destruction,Protected AAC audio file,Rock,,Guns N' Roses,228924,3816323,0.99
1151,1151,Paradise City,Appetite for Destruction,Protected AAC audio file,Rock,,Guns N' Roses,406347,6687123,0.99
1152,1152,My Michelle,Appetite for Destruction,Protected AAC audio file,Rock,,Guns N' Roses,219961,3671299,0.99
1153,1153,Think About You,Appetite for Destruction,Protected AAC audio file,Rock,,Guns N' Roses,231640,3860275,0.99
1154,1154,Sweet Child O' Mine,Appetite for Destruction,Protected AAC audio file,Rock,,Guns N' Roses,356424,5879347,0.99
1155,1155,You're Crazy,Appetite for Destruction,Protected AAC audio file,Rock,,Guns N' Roses,197135,3301971,0.99
1156,1156,Anything Goes,Appetite for Destruction,Protected AAC audio file,Rock,,Guns N' Roses,206400,3451891,0.99
1157,1157,Rocket Queen,Appetite for Destruction,Protected AAC audio file,Rock,,Guns N' Roses,375349,6185539,0.99
1158,1158,Right Next Door to Hell,Use Your Illusion I,Protected AAC audio file,Rock,,Guns N' Roses,182321,3175950,0.99
1159,1159,Dust N' Bones,Use Your Illusion I,Protected AAC audio file,Rock,,Guns N' Roses,298374,5053742,0.99
1160,1160,Live and Let Die,Use Your Illusion I,Protected AAC audio file,Rock,,Guns N' Roses,184016,3203390,0.99
1161,1161,Don't Cry (Original),Use Your Illusion I,Protected AAC audio file,Rock,,Guns N' Roses,284744,4833259,0.99
1162,1162,Perfect Crime,Use Your Illusion I,Protected AAC audio file,Rock,,Guns N' Roses,143637,2550030,0.99
1163,1163,You Ain't the First,Use Your Illusion I,Protected AAC audio file,Rock,,Guns N' Roses,156268,2754414,0.99
1164,1164,Bad Obsession,Use Your Illusion I,Protected AAC audio file,Rock,,Guns N' Roses,328282,5537678,0.99
1165,1165,Back off Bitch,Use Your Illusion I,Protected AAC audio file,Rock,,Guns N' Roses,303436,5135662,0.99
1166,1166,Double Talkin' Jive,Use Your Illusion I,Protected AAC audio file,Rock,,Guns N' Roses,203637,3520862,0.99
1167,1167,November Rain,Use Your Illusion I,Protected AAC audio file,Rock,,Guns N' Roses,537540,8923566,0.99
1168,1168,The Garden,Use Your Illusion I,Protected AAC audio file,Rock,,Guns N' Roses,322175,5438862,0.99
1169,1169,Garden of Eden,Use Your Illusion I,Protected AAC audio file,Rock,,Guns N' Roses,161539,2839694,0.99
1170,1170,Don't Damn Me,Use Your Illusion I,Protected AAC audio file,Rock,,Guns N' Roses,318901,5385886,0.99
1171,1171,Bad Apples,Use Your Illusion I,Protected AAC audio file,Rock,,Guns N' Roses,268351,4567966,0.99
1172,1172,Dead Horse,Use Your Illusion I,Protected AAC audio file,Rock,,Guns N' Roses,257600,4394014,0.99
1173,1173,Coma,Use Your Illusion I,Protected AAC audio file,Rock,,Guns N' Roses,616511,10201342,0.99
1174,1174,Civil War,Use Your Illusion II,MPEG audio file,Metal,Duff McKagan/Slash/W. Axl Rose,Guns N' Roses,461165,15046579,0.99
1175,1175,14 Years,Use Your Illusion II,MPEG audio file,Metal,Izzy Stradlin'/W. Axl Rose,Guns N' Roses,261355,8543664,0.99
1176,1176,Yesterdays,Use Your Illusion II,MPEG audio file,Metal,Billy/Del James/W. Axl Rose/West Arkeen,Guns N' Roses,196205,6398489,0.99
1177,1177,Knockin' On Heaven's Door,Use Your Illusion II,MPEG audio file,Metal,Bob Dylan,Guns N' Roses,336457,10986716,0.99
1178,1178,Get In The Ring,Use Your Illusion II,MPEG audio file,Metal,Duff McKagan/Slash/W. Axl Rose,Guns N' Roses,341054,11134105,0.99
1179,1179,Shotgun Blues,Use Your Illusion II,MPEG audio file,Metal,W. Axl Rose,Guns N' Roses,203206,6623916,0.99
1180,1180,Breakdown,Use Your Illusion II,MPEG audio file,Metal,W. Axl Rose,Guns N' Roses,424960,13978284,0.99
1181,1181,Pretty Tied Up,Use Your Illusion II,MPEG audio file,Metal,Izzy Stradlin',Guns N' Roses,287477,9408754,0.99
1182,1182,Locomotive,Use Your Illusion II,MPEG audio file,Metal,Slash/W. Axl Rose,Guns N' Roses,522396,17236842,0.99
1183,1183,So Fine,Use Your Illusion II,MPEG audio file,Metal,Duff McKagan,Guns N' Roses,246491,8039484,0.99
1184,1184,Estranged,Use Your Illusion II,MPEG audio file,Metal,W. Axl Rose,Guns N' Roses,563800,18343787,0.99
1185,1185,You Could Be Mine,Use Your Illusion II,MPEG audio file,Metal,Izzy Stradlin'/W. Axl Rose,Guns N' Roses,343875,11207355,0.99
1186,1186,Don't Cry,Use Your Illusion II,MPEG audio file,Metal,Izzy Stradlin'/W. Axl Rose,Guns N' Roses,284238,9222458,0.99
1187,1187,My World,Use Your Illusion II,MPEG audio file,Metal,W. Axl Rose,Guns N' Roses,84532,2764045,0.99
1188,1188,Colibri,Blue Moods,MPEG audio file,Jazz,Richard Bull,Incognito,361012,12055329,0.99
1189,1189,Love Is The Colour,Blue Moods,MPEG audio file,Jazz,R. Carless,Incognito,251585,8419165,0.99
1190,1190,Magnetic Ocean,Blue Moods,MPEG audio file,Jazz,Patrick Claher/Richard Bull,Incognito,321123,10720741,0.99
1191,1191,Deep Waters,Blue Moods,MPEG audio file,Jazz,Richard Bull,Incognito,396460,13075359,0.99
1192,1192,L'Arc En Ciel De Miles,Blue Moods,MPEG audio file,Jazz,Kevin Robinson/Richard Bull,Incognito,242390,8053997,0.99
1193,1193,Gypsy,Blue Moods,MPEG audio file,Jazz,Kevin Robinson,Incognito,330997,11083374,0.99
1194,1194,Journey Into Sunlight,Blue Moods,MPEG audio file,Jazz,Jean Paul Maunick,Incognito,249756,8241177,0.99
1195,1195,Sunchild,Blue Moods,MPEG audio file,Jazz,Graham Harvey,Incognito,259970,8593143,0.99
1196,1196,Millenium,Blue Moods,MPEG audio file,Jazz,Maxton Gig Beesley Jnr.,Incognito,379167,12511939,0.99
1197,1197,Thinking 'Bout Tomorrow,Blue Moods,MPEG audio file,Jazz,Fayyaz Virgi/Richard Bull,Incognito,355395,11865384,0.99
1198,1198,Jacob's Ladder,Blue Moods,MPEG audio file,Jazz,Julian Crampton,Incognito,367647,12201595,0.99
1199,1199,She Wears Black,Blue Moods,MPEG audio file,Jazz,G Harvey/R Hope-Taylor,Incognito,528666,17617944,0.99
1200,1200,Dark Side Of The Cog,Blue Moods,MPEG audio file,Jazz,Jean Paul Maunick,Incognito,377155,12491122,0.99
1201,1201,Different World,A Matter of Life and Death,Protected AAC audio file,Rock,,Iron Maiden,258692,4383764,0.99
1202,1202,These Colours Don't Run,A Matter of Life and Death,Protected AAC audio file,Rock,,Iron Maiden,412152,6883500,0.99
1203,1203,Brighter Than a Thousand Suns,A Matter of Life and Death,Protected AAC audio file,Rock,,Iron Maiden,526255,8721490,0.99
1204,1204,The Pilgrim,A Matter of Life and Death,Protected AAC audio file,Rock,,Iron Maiden,307593,5172144,0.99
1205,1205,The Longest Day,A Matter of Life and Death,Protected AAC audio file,Rock,,Iron Maiden,467810,7785748,0.99
1206,1206,Out of the Shadows,A Matter of Life and Death,Protected AAC audio file,Rock,,Iron Maiden,336896,5647303,0.99
1207,1207,The Reincarnation of Benjamin Breeg,A Matter of Life and Death,Protected AAC audio file,Rock,,Iron Maiden,442106,7367736,0.99
1208,1208,For the Greater Good of God,A Matter of Life and Death,Protected AAC audio file,Rock,,Iron Maiden,564893,9367328,0.99
1209,1209,Lord of Light,A Matter of Life and Death,Protected AAC audio file,Rock,,Iron Maiden,444614,7393698,0.99
1210,1210,The Legacy,A Matter of Life and Death,Protected AAC audio file,Rock,,Iron Maiden,562966,9314287,0.99
1211,1211,Hallowed Be Thy Name (Live) [Non Album Bonus Track],A Matter of Life and Death,Protected AAC audio file,Rock,,Iron Maiden,431262,7205816,0.99
1212,1212,The Number Of The Beast,A Real Dead One,MPEG audio file,Metal,Steve Harris,Iron Maiden,294635,4718897,0.99
1213,1213,The Trooper,A Real Dead One,MPEG audio file,Metal,Steve Harris,Iron Maiden,235311,3766272,0.99
1214,1214,Prowler,A Real Dead One,MPEG audio file,Metal,Steve Harris,Iron Maiden,255634,4091904,0.99
1215,1215,Transylvania,A Real Dead One,MPEG audio file,Metal,Steve Harris,Iron Maiden,265874,4255744,0.99
1216,1216,Remember Tomorrow,A Real Dead One,MPEG audio file,Metal,Paul Di'Anno/Steve Harris,Iron Maiden,352731,5648438,0.99
1217,1217,Where Eagles Dare,A Real Dead One,MPEG audio file,Metal,Steve Harris,Iron Maiden,289358,4630528,0.99
1218,1218,Sanctuary,A Real Dead One,MPEG audio file,Metal,David Murray/Paul Di'Anno/Steve Harris,Iron Maiden,293250,4694016,0.99
1219,1219,Running Free,A Real Dead One,MPEG audio file,Metal,Paul Di'Anno/Steve Harris,Iron Maiden,228937,3663872,0.99
1220,1220,Run To The Hilss,A Real Dead One,MPEG audio file,Metal,Steve Harris,Iron Maiden,237557,3803136,0.99
1221,1221,2 Minutes To Midnight,A Real Dead One,MPEG audio file,Metal,Adrian Smith/Bruce Dickinson,Iron Maiden,337423,5400576,0.99
1222,1222,Iron Maiden,A Real Dead One,MPEG audio file,Metal,Steve Harris,Iron Maiden,324623,5195776,0.99
1223,1223,Hallowed Be Thy Name,A Real Dead One,MPEG audio file,Metal,Steve Harris,Iron Maiden,471849,7550976,0.99
1224,1224,Be Quick Or Be Dead,A Real Live One,MPEG audio file,Metal,Bruce Dickinson/Janick Gers,Iron Maiden,196911,3151872,0.99
1225,1225,From Here To Eternity,A Real Live One,MPEG audio file,Metal,Steve Harris,Iron Maiden,259866,4159488,0.99
1226,1226,Can I Play With Madness,A Real Live One,MPEG audio file,Metal,Adrian Smith/Bruce Dickinson/Steve Harris,Iron Maiden,282488,4521984,0.99
1227,1227,Wasting Love,A Real Live One,MPEG audio file,Metal,Bruce Dickinson/Janick Gers,Iron Maiden,347846,5566464,0.99
1228,1228,Tailgunner,A Real Live One,MPEG audio file,Metal,Bruce Dickinson/Steve Harris,Iron Maiden,249469,3993600,0.99
1229,1229,The Evil That Men Do,A Real Live One,MPEG audio file,Metal,Adrian Smith/Bruce Dickinson/Steve Harris,Iron Maiden,325929,5216256,0.99
1230,1230,Afraid To Shoot Strangers,A Real Live One,MPEG audio file,Metal,Steve Harris,Iron Maiden,407980,6529024,0.99
1231,1231,Bring Your Daughter... To The Slaughter,A Real Live One,MPEG audio file,Metal,Bruce Dickinson,Iron Maiden,317727,5085184,0.99
1232,1232,Heaven Can Wait,A Real Live One,MPEG audio file,Metal,Steve Harris,Iron Maiden,448574,7178240,0.99
1233,1233,The Clairvoyant,A Real Live One,MPEG audio file,Metal,Steve Harris,Iron Maiden,269871,4319232,0.99
1234,1234,Fear Of The Dark,A Real Live One,MPEG audio file,Metal,Steve Harris,Iron Maiden,431333,6906078,0.99
1235,1235,The Wicker Man,Brave New World,MPEG audio file,Rock,Adrian Smith/Bruce Dickinson/Steve Harris,Iron Maiden,275539,11022464,0.99
1236,1236,Ghost Of The Navigator,Brave New World,MPEG audio file,Rock,Bruce Dickinson/Janick Gers/Steve Harris,Iron Maiden,410070,16404608,0.99
1237,1237,Brave New World,Brave New World,MPEG audio file,Rock,Bruce Dickinson/David Murray/Steve Harris,Iron Maiden,378984,15161472,0.99
